sample,reaction,lb,ub
PknD_KO2,PC17M,0.0,1000.0
PknD_KO2,PC20M,0.0,1000.0
PknD_KO2,PC6AR,0.0,0.0
PknD_KO2,PC6YM,0.0,0.0
PknD_KO2,PC8XM,0.0,1000.0
PknD_KO2,PDE1,0.0,1.1750000000000824
PknD_KO2,PDE4,0.0,1.1750000000000012
PknD_KO2,PDH,0.0,1000.0
PknD_KO2,PDHa,0.0,1000.0
PknD_KO2,PDHbr,0.0,1.0
PknD_KO2,PDHc,0.0,1000.0
PknD_KO2,PDIMAS,0.0,1000.0
PknD_KO2,PDIMAT,0.0,0.0033530564989733068
PknD_KO2,PDX5PO,0.0,0.0
PknD_KO2,PEAMNO,0.0,1000.0
PknD_KO2,PEPCK_re,-2.3499999999999996,2.3499999999999996
PknD_KO2,PFK,0.0,1000.0
PknD_KO2,PFL,0.0,1000.0
PknD_KO2,PGAMT,-1000.0,1000.0
PknD_KO2,PGCD,0.0,1000.0
PknD_KO2,PGI,-1000.0,1000.0
PknD_KO2,PGK,-1000.0,1000.0
PknD_KO2,PGL,0.0,1000.0
PknD_KO2,PGLS,0.0,1000.0
PknD_KO2,PGLYCP,0.0,1000.0
PknD_KO2,PGM,-1000.0,1000.0
PknD_KO2,PGMT,-1000.0,1000.0
PknD_KO2,PGPP160,0.0,1000.0
PknD_KO2,PGPP160190,0.0,1000.0
PknD_KO2,PGPP190,0.0,1000.0
PknD_KO2,PGPPT3,-5.5048174746620645e-15,1.2528029748047337e-05
PknD_KO2,PGSA160,0.0,1000.0
PknD_KO2,PGSA160190,0.0,1000.0
PknD_KO2,PGSA190,0.0,1000.0
PknD_KO2,PHDCATA,-1000.0,1000.0
PknD_KO2,PHDCAt,-1000.0,1000.0
PknD_KO2,PHETA1,-1000.0,1000.0
PknD_KO2,PHEt2r,-1000.0,1000.0
PknD_KO2,PHTHDLS,0.0,1000.0
PknD_KO2,PHTHDLS2,0.0,1000.0
PknD_KO2,PHTHS,0.0,0.0033530571992119963
PknD_KO2,PHTHS2,0.0,0.0049999999999954525
PknD_KO2,PHYCBOXL,0.0,1000.0
PknD_KO2,PIabc,0.0,1000.0
PknD_KO2,PLCD,0.0,0.7833333333333332
PknD_KO2,PLIPA1E160,0.0,1000.0
PknD_KO2,PLIPA1E180,0.0,1000.0
PknD_KO2,PMANM,-1000.0,1000.0
PknD_KO2,PMDPHT,0.0,1000.0
PknD_KO2,PMPK,0.0,1000.0
PknD_KO2,PNCDC,0.0,1000.0
PknD_KO2,PNTK,0.0,1000.0
PknD_KO2,PPA,0.0,1000.0
PknD_KO2,PPAtr,-1000.0,1000.0
PknD_KO2,PPBNGS,0.0,1000.0
PknD_KO2,PPCDC,0.0,0.02715700141443402
PknD_KO2,PPCOAC,0.0,1000.0
PknD_KO2,PPDIMAS,0.0,1000.0
PknD_KO2,PPDIMAT,0.0,0.005000026351014469
PknD_KO2,PPDK,0.0,1000.0
PknD_KO2,PPGKr,-1000.0,1000.0
PknD_KO2,PPK2,0.0,1000.0
PknD_KO2,PPNCL3,0.0,0.027157001414429813
PknD_KO2,PPND,0.0,1000.0
PknD_KO2,PPNDH,0.0,0.1396039603960396
PknD_KO2,PPPGO,0.0,1000.0
PknD_KO2,PPTGS,0.0,1000.0
PknD_KO2,PPTGS_TB1,0.0,1000.0
PknD_KO2,PPTGS_TB2,0.0,1000.0
PknD_KO2,PRAGSr,-1000.0,1000.0
PknD_KO2,PRAIS,0.0,0.027157001414426823
PknD_KO2,PRAIi,0.0,0.09306930693069308
PknD_KO2,PRAMPC,0.0,0.10816901408450691
PknD_KO2,PRASCS,0.0,1000.0
PknD_KO2,PRATPP,0.0,0.10816901419536862
PknD_KO2,PRDX,0.0,1000.0
PknD_KO2,PREPHACPH,0.0,1000.0
PknD_KO2,PREPPACPH,0.0,1000.0
PknD_KO2,PREPTHS,0.0,1000.0
PknD_KO2,PREPTHS2,0.0,1000.0
PknD_KO2,PREPTTA,-1000.0,1000.0
PknD_KO2,PRFGS,0.0,1000.0
PknD_KO2,PRMICIi,0.0,0.10816901419536862
PknD_KO2,PROD2,0.0,0.45714285714232106
PknD_KO2,PROabc,0.0,1000.0
PknD_KO2,PROt2r,-1000.0,1000.0
PknD_KO2,PRPPS,-1000.0,1000.0
PknD_KO2,PSCVT,0.0,1000.0
PknD_KO2,PSD160,0.0,1000.0
PknD_KO2,PSERT,0.0,1000.0
PknD_KO2,PSP_L,0.0,1000.0
PknD_KO2,PSSA160,0.0,1000.0
PknD_KO2,PTAr,-1000.0,0.0
PknD_KO2,PTPATi,0.0,0.027157001414430195
PknD_KO2,PUNP1,-1000.0,1000.0
PknD_KO2,PUNP2,-1000.0,1000.0
PknD_KO2,PUNP3,-1000.0,1000.0
PknD_KO2,PUNP4,-1000.0,1000.0
PknD_KO2,PUNP5,-1000.0,1000.0
PknD_KO2,PUNP6,-1000.0,1000.0
PknD_KO2,PUNP7,-1000.0,1000.0
PknD_KO2,PYAM5PO,0.0,1000.0
PknD_KO2,PYDXNO,0.0,0.0
PknD_KO2,PYDXO,0.0,0.0
PknD_KO2,PYK,0.0,1000.0
PknD_KO2,PYRDC,0.0,1000.0
PknD_KO2,PYRt2r,-1000.0,1000.0
PknD_KO2,QRr,-1000.0,1000.0
PknD_KO2,QULNS,-2.741761488527196e-14,0.00047706341472230566
PknD_KO2,R05217,0.0,1000.0
PknD_KO2,R05219,0.0,1000.0
PknD_KO2,R05224,0.0,1000.0
PknD_KO2,RBFK,0.0,1000.0
PknD_KO2,RBFSa,0.0,1000.0
PknD_KO2,RBFSb,0.0,1000.0
PknD_KO2,RBK,0.0,1000.0
PknD_KO2,RIBabc,0.0,1000.0
PknD_KO2,RNDR1,0.0,0.0002268038984158796
PknD_KO2,RNDR2,0.0,0.00032135521686152966
PknD_KO2,RNDR3,0.0,0.0004902799261673551
PknD_KO2,RNDR4,0.0,0.00016895995938081518
PknD_KO2,RNTR4,0.0,1000.0
PknD_KO2,RPE,-1000.0,1000.0
PknD_KO2,RPI,-1000.0,1000.0
PknD_KO2,RPPDIMAS,0.0,1000.0
PknD_KO2,RRPPDIMAS,0.0,0.0
PknD_KO2,RZ5PP,0.0,1000.0
PknD_KO2,SADH,0.0,1000.0
PknD_KO2,SADT,0.0,1000.0
PknD_KO2,SDPDS,0.0,1000.0
PknD_KO2,SDPTA,-1000.0,1000.0
PknD_KO2,SERAT,0.0,0.027385892116182666
PknD_KO2,SERD_D,0.0,0.0
PknD_KO2,SERD_L,0.0,1.1750000000000025
PknD_KO2,SERt2r,-1000.0,1000.0
PknD_KO2,SGDS,0.0,1000.0
PknD_KO2,SGSAD,0.0,1000.0
PknD_KO2,SHCHD2,0.0,1000.0
PknD_KO2,SHCHD3,0.0,1000.0
PknD_KO2,SHCHF,0.0,1000.0
PknD_KO2,SHK3Dr,-1000.0,1000.0
PknD_KO2,SHKK,0.0,0.14387755102040817
PknD_KO2,SHSL1r,-1000.0,1000.0
PknD_KO2,SHSL4r,-1000.0,1000.0
PknD_KO2,SKMt2,-1000.0,1000.0
PknD_KO2,SOTA,0.0,1000.0
PknD_KO2,SPMS,0.0,1000.0
PknD_KO2,SPODM,0.0,1000.0
PknD_KO2,SSALx,0.0,1000.0
PknD_KO2,SSALy,0.0,1000.0
PknD_KO2,SUCBZL,0.0,1000.0
PknD_KO2,SUCBZS,0.0,1000.0
PknD_KO2,SUCCt2r,-1000.0,1000.0
PknD_KO2,SUCD1i,0.0,1000.0
PknD_KO2,SUCOAS,-1000.0,1000.0
PknD_KO2,SULabc,0.0,1000.0
PknD_KO2,TALA,-1000.0,1000.0
PknD_KO2,TARTD,0.0,1000.0
PknD_KO2,TARTRt7,-1000.0,1000.0
PknD_KO2,TATS,0.0,1000.0
PknD_KO2,TDMS1,0.0,1000.0
PknD_KO2,TDMS2,0.0,1000.0
PknD_KO2,TDMS3,0.0,1000.0
PknD_KO2,TDMS4,0.0,1000.0
PknD_KO2,TDPDRE,0.0,1000.0
PknD_KO2,TDPDRR,0.0,1000.0
PknD_KO2,TDPGDH,0.0,1000.0
PknD_KO2,THDPS,0.0,1000.0
PknD_KO2,THFGLUS,-1000.0,1000.0
PknD_KO2,THMDP,0.0,0.5875000000000057
PknD_KO2,THRD_Lr,0.0,1000.0
PknD_KO2,THRS,0.0,1000.0
PknD_KO2,THRt2r,-1000.0,1000.0
PknD_KO2,THZPSN,0.0,1000.0
PknD_KO2,TKT1,-1000.0,1000.0
PknD_KO2,TKT2,-1000.0,1000.0
PknD_KO2,TMDK1,0.0,1000.0
PknD_KO2,TMDPP,-1000.0,1000.0
PknD_KO2,TMDS,0.0,0.00016895995938080876
PknD_KO2,TMHAS1,0.0,1000.0
PknD_KO2,TMHAS2,0.0,1000.0
PknD_KO2,TMHAS3,0.0,1000.0
PknD_KO2,TMHAS4,0.0,1000.0
PknD_KO2,TMHAS5,0.0,1000.0
PknD_KO2,TMHAS6,0.0,1000.0
PknD_KO2,TMN,0.0,1000.0
PknD_KO2,TMPKr,-1000.0,1000.0
PknD_KO2,TMPPP,0.0,1000.0
PknD_KO2,TPI,-1000.0,1000.0
PknD_KO2,TRDR,0.0,1000.0
PknD_KO2,TRE6PP,0.0,2.35000000000025
PknD_KO2,TRE6PS,0.0,1000.0
PknD_KO2,TRESULT,0.0,1000.0
PknD_KO2,TREabc,0.0,1000.0
PknD_KO2,TRIATS,0.0,1000.0
PknD_KO2,TRPS1,0.0,0.09306930693069301
PknD_KO2,TRPS2,0.0,0.07191011235946629
PknD_KO2,TRPS3,0.0,0.07191011235959255
PknD_KO2,TRPTA,-1000.0,1000.0
PknD_KO2,TRPt2r,-1000.0,1000.0
PknD_KO2,TSULabc,0.0,1000.0
PknD_KO2,TTDCAt2,0.0,1000.0
PknD_KO2,TYRTA,-1000.0,1000.0
PknD_KO2,TYRt2r,-1000.0,1000.0
PknD_KO2,UAAGDS,0.0,1.5354427869191638e-05
PknD_KO2,UAAGLS1,0.0,1000.0
PknD_KO2,UAAGLS2,0.0,1000.0
PknD_KO2,UAGCVT,0.0,1000.0
PknD_KO2,UAGDP,0.0,1000.0
PknD_KO2,UAGPT1,0.0,1000.0
PknD_KO2,UAGPT2,0.0,1000.0
PknD_KO2,UAGPT3,0.0,1000.0
PknD_KO2,UAMAGS,0.0,1000.0
PknD_KO2,UAMAS,0.0,1000.0
PknD_KO2,UAMRH,0.0,1000.0
PknD_KO2,UAPGR,0.0,1000.0
PknD_KO2,UDCPDP,0.0,1000.0
PknD_KO2,UDCPDPS,0.0,1000.0
PknD_KO2,UDPDPS,0.0,1000.0
PknD_KO2,UDPDPS2,0.0,1000.0
PknD_KO2,UDPG4E,-1000.0,1000.0
PknD_KO2,UDPGALM,0.0,1000.0
PknD_KO2,UDPGD,0.0,0.0
PknD_KO2,UGAGDS,0.0,1.6183713756377035e-05
PknD_KO2,UGGPT3,0.0,1000.0
PknD_KO2,UGLDDS1,0.0,0.00032894185033176574
PknD_KO2,UGLDDS2,0.0,0.00032894185033176574
PknD_KO2,UGMAGS,0.0,1000.0
PknD_KO2,UGMAS,0.0,1000.0
PknD_KO2,UGMDDS,0.0,1.6332796073477743e-05
PknD_KO2,UGMDDS2,0.0,1.6183713756377035e-05
PknD_KO2,UMPK,-1000.0,1000.0
PknD_KO2,UPP3MT,0.0,1000.0
PknD_KO2,UPP3S,0.0,3.975528456018924e-05
PknD_KO2,UPPDC1,0.0,1000.0
PknD_KO2,UPPDC2,0.0,1000.0
PknD_KO2,UPPRT,0.0,1000.0
PknD_KO2,UREA,0.0,1000.0
PknD_KO2,URIDK2r,-1000.0,1000.0
PknD_KO2,URIK2,0.0,1000.0
PknD_KO2,VALTA,-1000.0,1000.0
PknD_KO2,VALt2r,-1000.0,1000.0
PknD_KO2,XPPT,0.0,1000.0
PknD_KO2,XYLK,0.0,0.0
PknD_KO2,YUMPS,-1000.0,1000.0
PknD_KO2,S7PI,0.0,1000.0
PknD_KO2,GMHEPK,0.0,0.12229299363061216
PknD_KO2,HMEDS,0.0,0.1279999999999999
PknD_KO2,HMEDR,0.0,1000.0
PknD_KO2,FRTT,0.0,1000.0
PknD_KO2,2MCD,0.0,0.26111111111111107
PknD_KO2,2MCS,0.0,0.26111111111115154
PknD_KO2,2MID,0.0,1000.0
PknD_KO2,2MIL,0.0,1000.0
PknD_KO2,Gln_LT,0.0,1000.0
PknD_KO2,TREP,0.0,1000.0
PknD_KO2,HDECH,-1000.0,1000.0
PknD_KO2,DTBTST,0.0,1000.0
PknD_KO2,IPDPUDCT,0.0,1000.0
PknD_KO2,ACHMSSH,0.0,0.032876712328766926
PknD_KO2,PDBL_1,0.0,1000.0
PknD_KO2,PDBL_2,0.0,1000.0
PknD_KO2,PDBL_3,0.0,1000.0
PknD_KO2,PDBL_4,0.0,1000.0
PknD_KO2,EX_ni2,0.0,1000.0
PknD_KO2,Ni2t,0.0,0.0
PknD_KO2,EX_mn2,0.0,1000.0
PknD_KO2,Mn2t,0.0,4.7
PknD_KO2,2O4EH,0.0,0.0
PknD_KO2,G6PDH,0.0,1000.0
PknD_KO2,2PLS,0.0,1000.0
PknD_KO2,LPPGS,0.0,1000.0
PknD_KO2,DMHDRFS,0.0,1000.0
PknD_KO2,LPFPLT,0.0,0.0
PknD_KO2,GF4GL_0,0.0,1000.0
PknD_KO2,GF4GL_1,0.0,0.0
PknD_KO2,MBP_1,0.0,0.0
PknD_KO2,FAD_1,0.0,1000.0
PknD_KO2,FAD_2,0.0,1000.0
PknD_KO2,FAD_3,0.0,1000.0
PknD_KO2,FAD_4,0.0,1000.0
PknD_KO2,FAD_5,0.0,1000.0
PknD_KO2,FAD_6,0.0,1000.0
PknD_KO2,FAD_7,0.0,1000.0
PknD_KO2,FAD_8,0.0,1000.0
PknD_KO2,FAD_9,0.0,1000.0
PknD_KO2,FAD_10,0.0,1000.0
PknD_KO2,FAD_11,0.0,1000.0
PknD_KO2,FAD_12,0.0,1000.0
PknD_KO2,FAD_13,0.0,1000.0
PknD_KO2,FAD_14,0.0,1000.0
PknD_KO2,FAD_15,0.0,1000.0
PknD_KO2,FAD_16,0.0,1000.0
PknD_KO2,FAD_17,0.0,1000.0
PknD_KO2,FAD_18,0.0,1000.0
PknD_KO2,FAD_19,0.0,1000.0
PknD_KO2,FAD_20,0.0,1000.0
PknD_KO2,FAD_21,0.0,1000.0
PknD_KO2,FAD_22,0.0,1000.0
PknD_KO2,FAD_23,0.0,1000.0
PknD_KO2,FAD_24,0.0,1000.0
PknD_KO2,FAD_25,0.0,1000.0
PknD_KO2,FAD_26,0.0,1000.0
PknD_KO2,FAD_27,0.0,1000.0
PknD_KO2,3HIBD,0.0,0.26111111111111107
PknD_KO2,ALDR,0.0,1000.0
PknD_KO2,AL4D,0.0,1000.0
PknD_KO2,MANT1,0.0,1000.0
PknD_KO2,ARABT,0.0,0.0
PknD_KO2,HOAS,0.0,1000.0
PknD_KO2,SR1,0.0,1000.0
PknD_KO2,SR2,0.0,1000.0
PknD_KO2,MR,0.0,1000.0
PknD_KO2,GLYCS_I,0.0,0.7833333333333692
PknD_KO2,GLYCS_II,0.0,1000.0
PknD_KO2,LALDD,0.0,1000.0
PknD_KO2,CYST_II,0.0,1000.0
PknD_KO2,FUSA1,0.0,2.3500000000002537
PknD_KO2,ISCS,0.0,2.6503523045539623e-05
PknD_KO2,GLYTRS,0.0,1000.0
PknD_KO2,SELCYSS,0.0,1000.0
PknD_KO2,TYRTRS,0.0,1000.0
PknD_KO2,biomass,0.0,1000.0
PknD_KO2,ECHA20,0.0,1000.0
PknD_KO2,CHOL1,0.0,0.0
PknD_KO2,FADE282,0.0,1000.0
PknD_KO2,HOPNTAL2,0.0,0.0
PknD_KO2,ECHA192,-1000.0,1000.0
PknD_KO2,HSA,0.0,1000.0
PknD_KO2,FADB3,0.0,0.0
PknD_KO2,FADB2,0.0,0.0
PknD_KO2,CHCD,0.0,1000.0
PknD_KO2,HDAD,0.0,1000.0
PknD_KO2,CHOD,0.0,0.0
PknD_KO2,3HSA,0.0,1000.0
PknD_KO2,HSAC,0.0,1000.0
PknD_KO2,HSAE,0.0,0.0
PknD_KO2,HIAA,0.0,1000.0
PknD_KO2,IPDAB,0.0,1000.0
PknD_KO2,KSH,0.0,1000.0
PknD_KO2,ECHA193,-1000.0,1000.0
PknD_KO2,CYP1,0.0,1000.0
PknD_KO2,HIPB,0.0,1000.0
PknD_KO2,HIPA,0.0,1000.0
PknD_KO2,CHOLCOA,0.0,1000.0
PknD_KO2,ECHA191,-1000.0,1000.0
PknD_KO2,FADE30,0.0,0.0
PknD_KO2,CYP3,0.0,1000.0
PknD_KO2,CYP2,0.0,1000.0
PknD_KO2,PRCOA1,0.0,1000.0
PknD_KO2,FADE281,0.0,1000.0
PknD_KO2,FADD3,0.0,1000.0
PknD_KO2,KSTD,0.0,1000.0
PknD_KO2,FADD17,0.0,1000.0
PknD_KO2,FADE51,0.0,1000.0
PknD_KO2,FADE52,0.0,1000.0
PknD_KO2,HIAt,-1000.0,1000.0
PknD_KO2,MACCOAT,0.0,0.18799999999999997
PknD_KO2,ACCOAC,-1.1749999999999998,2.349999999976717
PknD_KO2,CHSTEROLt,0.0,1000.0
PknD_KO2,EX_chsterol,0.0,1000.0
PknD_KO2,MOEA1,0.0,1000.0
PknD_KO2,MPTAT,0.0,0.0
PknD_KO2,MOBA,0.0,1000.0
PknD_KO2,MOAE1,0.0,0.0
PknD_KO2,MOEB1,0.0,1000.0
PknD_KO2,MOBDabc,0.0,1000.0
PknD_KO2,MOBDabc_rev,0.0,1000.0
PknD_KO2,PHBADA,0.0,1000.0
PknD_KO2,PHBADB,0.0,1000.0
PknD_KO2,PHBADC,0.0,0.0
PknD_KO2,PHBADD,0.0,1000.0
PknD_KO2,INO1,0.0,0.0004221514278697214
PknD_KO2,NAGINSP,0.0,0.00021699759489103292
PknD_KO2,NAGINS,-1000.0,1000.0
PknD_KO2,LAT,0.0,0.0
PknD_KO2,KGD2,-2.0,0.0
PknD_KO2,ASPO6,0.0,0.0004770634147332699
PknD_KO2,ECOAH12,0.0,1000.0
PknD_KO2,FADE233,0.0,0.2611111111111086
PknD_KO2,BKDC,0.0,0.2611111111111768
PknD_KO2,BKDA2,0.0,0.2611111111111231
PknD_KO2,3HBCOAHL,0.0,999999.0
PknD_KO2,AKGDa,-999999.0,999999.0
PknD_KO2,ACt2r,-1000.0,1000.0
PknD_KO2,EX_4hba,0.0,1000.0
PknD_KO2,4HBAt,-1000.0,1000.0
PknD_KO2,4ABZt,-1000.0,1000.0
PknD_KO2,CHLabc_rev,0.0,1000.0
PknD_KO2,GCALDD,0.0,1000.0
PknD_KO2,PYDXNtr,-1000.0,1000.0
PknD_KO2,EX_pydxn,-1.0,1000.0
PknD_KO2,GLYALDDr,0.0,1000.0
PknD_KO2,FORt,-1000.0,1000.0
PknD_KO2,GLYCLTt,-1000.0,1000.0
PknD_KO2,EX_glyclt,0.0,1000.0
PknD_KO2,NO3t2,-1000.0,1000.0
PknD_KO2,ROSFE,0.0,1000.0
PknD_KO2,MNabc_rev,0.0,1000.0
PknD_KO2,COBC,0.0,1000.0
PknD_KO2,ADOCBLabc,0.0,0.0
PknD_KO2,COB2,-1000.0,1000.0
PknD_KO2,CBL2OR,-1000.0,1000.0
PknD_KO2,DRBK,-1000.0,1000.0
PknD_KO2,5DOAN,-1000.0,1000.0
PknD_KO2,AKGt2r,-1000.0,1000.0
PknD_KO2,EX_co,0.0,1000.0
PknD_KO2,PHEMEt,0.0,1000.0
PknD_KO2,EX_pheme,0.0,1000.0
PknD_KO2,HEMEOS,0.0,1000.0
PknD_KO2,HEMEAS_1,0.0,1000.0
PknD_KO2,GSEALD,0.0,1000.0
PknD_KO2,CPPPGO2,0.0,1000.0
PknD_KO2,EX_hia,0.0,1000.0
PknD_KO2,L_LACDcm,0.0,0.31333333333338187
PknD_KO2,FPRA,0.0,1000.0
PknD_KO2,COCO2,-1.1400000000002726,0.0
PknD_KO2,ACALDt,-1000.0,1000.0
PknD_KO2,EX_acald,0.0,1000.0
PknD_KO2,NMO,0.0,0.31333333333338187
PknD_KO2,OCDCEAt,-1000.0,1000.0
PknD_KO2,EX_ocdcea,0.0,1000.0
PknD_KO2,UREAt,-1000.0,1000.0
PknD_KO2,PAPA1,0.0,0.0
PknD_KO2,PAPA2,0.0,1000.0
PknD_KO2,MMPL8,0.0,1000.0
PknD_KO2,PKS2,0.0,1000.0
PknD_KO2,MAS3,0.0,0.00010601409216051038
PknD_KO2,EX_gln_L,0.0,1000.0
PknD_KO2,SIRA2,-1000.0,1000.0
PknD_KO2,APSR,0.0,999999.0
PknD_KO2,SHSL2r,0.0,1000.0
PknD_KO2,CYSK2_I,0.0,1000.0
PknD_KO2,CYSM_I,0.0,1000.0
PknD_KO2,CYSM_II,0.0,1000.0
PknD_KO2,CYSO_I,0.0,0.03886639676113362
PknD_KO2,CYSO_II,0.0,0.03886639676121428
PknD_KO2,THMP,0.0,1000.0
PknD_KO2,VIUB,0.0,9.275950195855835e-05
PknD_KO2,MBTK3,0.0,1000.0
PknD_KO2,MBTG,0.0,9.42351988664214e-08
PknD_KO2,MBTA3,0.0,0.0
PknD_KO2,ALCD2x,0.0,0.6266666666666667
PknD_KO2,ETOHt2r,-1000.0,1000.0
PknD_KO2,EX_etoh,0.0,1000.0
PknD_KO2,MTAP,0.0,0.0
PknD_KO2,PKS122,0.0,1000.0
PknD_KO2,PKS121,0.0,1000.0
PknD_KO2,ORNDC,0.0,1000.0
PknD_KO2,MBTA1,0.0,3.8116406962308234e-08
PknD_KO2,HACD9,0.0,1000.0
PknD_KO2,ECOAH9ir,0.0,1000.0
PknD_KO2,OIVD3,0.0,0.1879999999999927
PknD_KO2,BKDC1,0.0,0.18799999999999997
PknD_KO2,MAK,-1000.0,1000.0
PknD_KO2,GLGE,0.0,2.35
PknD_KO2,TREY,0.0,2.350000000437376
PknD_KO2,GLGB,0.0,1.1749999999999998
PknD_KO2,GLGP,0.0,1000.0
PknD_KO2,AMYL2,-1000.0,1000.0
PknD_KO2,PYRD1,0.0,1000.0
PknD_KO2,SHCHCS3,-1000.0,1000.0
PknD_KO2,SEPHCHCS,-1000.0,1000.0
PknD_KO2,SALSYN,0.0,7.302334319379053e-08
PknD_KO2,APRO,0.0,1000.0
PknD_KO2,AOBUTDs,0.0,1000.0
PknD_KO2,THRD,0.0,1000.0
PknD_KO2,EX_adocbl,0.0,1000.0
PknD_KO2,DMBI,-1000.0,1000.0
PknD_KO2,BARB,-1000.0,1000.0
PknD_KO2,HETZK,-1000.0,1000.0
PknD_KO2,PYDXNK,0.0,1000.0
PknD_KO2,EX_mobd,-1000.0,1000.0
PknD_KO2,TBSYNLDPS,0.0,0.03809523809523436
PknD_KO2,TBSNLS1,0.0,0.03809523809519341
PknD_KO2,TBSNLS2,0.0,0.03809523809523812
PknD_KO2,TBSNLS3,0.0,0.038095238095238154
PknD_KO2,BKDA1,0.0,0.18799999999982275
PknD_KO2,BPNT2,0.0,2.3500000000005534
PknD_KO2,GLPD2,0.0,1000.0
PknD_KO2,G3PD1ir,0.0,10.133333333333354
PknD_KO2,G3PT,0.0,1000.0
PknD_KO2,DHORD2,0.0,1000.0
PknD_KO2,PPAKr,0.0,1000.0
PknD_KO2,PTA2,-1000.0,1000.0
PknD_KO2,EMB,0.0,9.532457282796975e-06
PknD_KO2,BTNt,-1000.0,1000.0
PknD_KO2,EX_btn,-1.0,1000.0
PknD_KO2,GXRA,0.0,1.0000000000000002
PknD_KO2,OPP,0.0,1000.0
PknD_KO2,HEXTT,0.0,1000.0
PknD_KO2,PPTTm,0.0,1000.0
PknD_KO2,GGTT,0.0,0.000195463482420946
PknD_KO2,ACYP_2,0.0,1000.0
PknD_KO2,GTPDPDP,-1000.0,1000.0
PknD_KO2,PPGPPDP,0.0,1000.0
PknD_KO2,AKGDH,0.0,1000.0
PknD_KO2,EX_nodcoa,0.0,1000.0
PknD_KO2,NODCOAt,0.0,1000.0
PknD_KO2,EX_octscoa,0.0,1000.0
PknD_KO2,OCTSCOAt,0.0,1000.0
PknD_KO2,ATPM,3.15,1000.0
PknD_KO2,VPAMTr,-1000.0,0.0
PknD_KO2,EGTB,0.0,1000.0
PknD_KO2,EGTC,0.0,0.04085106382978721
PknD_KO2,EGTE,0.0,1000.0
PknD_KO2,TMDS3,0.0,0.0001689599593808114
PknD_KO2,MHUD1,0.0,1000.0
PknD_KO2,OTSB1,0.0,7.277600220302807e-05
PknD_KO2,MYCOPP,0.0,0.0005613722844649287
PknD_KO2,TMMYCO,0.0,1000.0
PknD_KO2,MYCOE,0.0,1000.0
PknD_KO2,PPM1,0.0,0.0004886587060222277
PknD_KO2,PEPA,0.0,1000.0
PknD_KO2,NADDP,0.0,1000.0
PknD_KO2,NMNAT,0.0,1000.0
PknD_KO2,EGTD,0.0,1000.0
PknD_KO2,ACONMT,0.0,1000.0
PknD_KO2,MANPGH,0.0,0.0
PknD_KO2,EPH,-1000.0,1000.0
PknD_KO2,FBPA,0.0,1000.0
PknD_KO2,DGTP8DETOX,0.0,1000.0
PknD_KO2,DGTP8OXO,0.0,1000.0
PknD_KO2,GTP8OXO,0.0,1000.0
PknD_KO2,TAG,0.0,0.0
PknD_KO2,LIPY,0.0,0.0
PknD_KO2,LIPW,0.0,1000.0
PknD_KO2,CHOLK,-1000.0,1000.0
PknD_KO2,PC_TBt,-1000.0,1000.0
PknD_KO2,BIRA,0.0,1000.0
PknD_KO2,ACCD3,0.0,1000.0
PknD_KO2,ACCA3,0.0,1.1750000000000114
PknD_KO2,GMHEPPA,0.0,0.12229299363042995
PknD_KO2,ALCD19y,-1000.0,1000.0
PknD_KO2,EX_pc_TB,0.0,1000.0
PknD_KO2,DM_ergoth_c,0.0,1000.0
PknD_KO2,DM_tbsinol_c,0.0,1000.0
PknD_KO2,DM_isotbsinol__13S_c,0.0,1000.0
PknD_KO2,DM_isotbsinol__13R_c,0.0,1000.0
PknD_KO2,DM_psd5p_c,0.0,1000.0
PknD_KO2,DM_cpppg1_c,0.0,1000.0
PknD_KO2,DM_scys__L_c,0.0,1000.0
PknD_KO2,DM_gmhep1p_c,0.0,1000.0
PknD_KO3,2AGPEAT160,0.0,1000.0
PknD_KO3,2AGPEAT180,0.0,1000.0
PknD_KO3,5DGLCNR,0.0,0.0
PknD_KO3,AACPS10,0.0,1000.0
PknD_KO3,AACPS11,0.0,1000.0
PknD_KO3,AACPS3,0.0,1000.0
PknD_KO3,ABTA,0.0,1000.0
PknD_KO3,ACACT1r,0.0,9.130212704542903e-08
PknD_KO3,ACALDi,0.0,1.0000000000232467
PknD_KO3,ACBIPGT,0.0,0.0
PknD_KO3,ACCC,0.0,1000.0
PknD_KO3,ACChex,0.0,1000.0
PknD_KO3,ACGAMPM,-1000.0,1000.0
PknD_KO3,ACGAMT,0.0,1000.0
PknD_KO3,ACGK,0.0,1000.0
PknD_KO3,ACGS,0.0,1000.0
PknD_KO3,ACHBS,0.0,1000.0
PknD_KO3,ACKr,-1000.0,1000.0
PknD_KO3,ACLS,0.0,1000.0
PknD_KO3,ACODA,0.0,0.0
PknD_KO3,ACONT,-1000.0,1000.0
PknD_KO3,ACOTA,-1000.0,1000.0
PknD_KO3,ACP1_FMN,0.0,1000.0
PknD_KO3,ACPS1,0.0,1000.0
PknD_KO3,ACS,0.0,1000.0
PknD_KO3,ACS2,0.0,1000.0
PknD_KO3,ACYSBMNt,-1000.0,1000.0
PknD_KO3,ADA,0.0,1.1749999999999545
PknD_KO3,ADCL,0.0,1000.0
PknD_KO3,ADCPS1,0.0,1000.0
PknD_KO3,ADCPS2,0.0,1000.0
PknD_KO3,ADCS,0.0,1000.0
PknD_KO3,ADCYRS,0.0,1000.0
